# SCM-normalized mRNA and protein measurements 
#
# Generated Thu Nov 27 20:26:30 2014 
#
# Citation:
#   "Accounting for experimental noise reveals that transcript levels,
#   amplified by post-transcriptional regulation, largely determine steady-state protein levels in yeast,"
#   Gábor Csárdi, Alexander Franks, David S. Choi, Eduardo M. Airoldi, and D. Allan Drummond, PLoS Genetics, 2015
#
# orf = Systematic yeast ORF (open reading frame) identifier
# gene = Common gene name
# mrna.causton.acid.a = Causton et al. 2001 (acid treatment, 0 min, replicate a)
# mrna.causton.acid.b = Causton et al. 2001 (acid treatment, 0 min, replicate b)
# mrna.causton.nacl = Causton et al. 2001 (NaCl treatment, 0 min)
# mrna.causton.peroxide.a = Causton et al. 2001 (peroxide treatment, 0 min, replicate a)
# mrna.causton.peroxide.b = Causton et al. 2001 (peroxide treatment, 0 min, replicate b)
# mrna.dudley.3a = Dudley et al. 2002 (+glucose oligo slide 3a)
# mrna.dudley.3b = Dudley et al. 2002 (+glucose oligo slide 3b)
# mrna.dudley.3c = Dudley et al. 2002 (+glucose oligo slide 3c)
# mrna.dudley.3d = Dudley et al. 2002 (+glucose oligo slide 3d)
# mrna.garcia = Garcia-Martinez et al. 2004 (custom microarray)
# mrna.holstege = Holstege et al. 1998 (Affymetrix GeneChip YE6100 array)
# mrna.ingolia.1 = Ingolia et al. 2009 RNA-Seq (mRNA, rich medium, 1)
# mrna.ingolia.2 = Ingolia et al. 2009 RNA-Seq (mRNA, rich medium, 2)
# mrna.ingolia.ca = Ingolia 2010 (RNA-Seq, circular amplification)
# mrna.ingolia.ca.late = Ingolia 2010 (RNA-Seq, circular amplification, late)
# mrna.ingolia.rq = Ingolia 2010 (RNA-Seq, requantified)
# mrna.ingolia.rq.late = Ingolia 2010 RNA-Seq, requantified, late)
# mrna.lipson.rs07 = Lipson et al. 2009 (single-molecule sequencing [smsDGE] ch7)
# mrna.lipson.rs08 = Lipson et al. 2009 (single-molecule sequencing [smsDGE] ch8)
# mrna.lipson.rs09 = Lipson et al. 2009 (single-molecule sequencing [smsDGE] ch9)
# mrna.lipson.rs10 = Lipson et al. 2009 (single-molecule sequencing [smsDGE] ch10)
# mrna.lipson.rs11 = Lipson et al. 2009 (single-molecule sequencing [smsDGE] ch11)
# mrna.lipson.rs12 = Lipson et al. 2009 (single-molecule sequencing [smsDGE] ch12)
# mrna.lipson.ma = Lipson et al. 2009 (Affymetrix Yeast Genome 2.0 array)
# mrna.mackay = MacKay et al. 2004 (custom microarray)
# mrna.miura.1 = Miura et al. 2008 (competitive PCR, replicate 1)
# mrna.miura.2 = Miura et al. 2008 (competitive PCR, replicate 2)
# mrna.miura.3 = Miura et al. 2008 (competitive PCR, replicate 3)
# mrna.miura.4 = Miura et al. 2008 (competitive PCR, replicate 4)
# mrna.nagalakshmi = Nagalakshmi et al. 2008 RNA-Seq
# mrna.pelechano = Pelechano & Ortin, 2010 (custom microarray)
# mrna.roth.a = Roth 1998 (a cells, Affymetrix yeast antisense A-D array)
# mrna.roth.alpha = Roth 1998 (alpha cells, Affymetrix yeast antisense A-D array)
# mrna.velc = Velculescu 1997 (SAGE)
# mrna.yassour.ypd0.1 = Yassour et al. 2009 RNA-Seq (YPD, 0 minutes, 1)
# mrna.yassour.ypd0.2 = Yassour et al. 2009 RNA-Seq (YPD, 0 minutes, 2)
# mrna.yassour.ypd15.1 = Yassour et al. 2009 RNA-Seq (YPD, 15 minutes, 1)
# mrna.yassour.ypd15.2 = Yassour et al. 2009 RNA-Seq (YPD, 15 minutes, 2)
# prot.gygi = Gygi et al. 1999 (2D gel scintillation counting)
# prot.futcher = Futcher et al. 1999 (2D gel scintillation counting)
# prot.washburn = Washburn et al. 2001 (LC MS/MS, reported by Greenbaum et al. Genome Biology 2003, Volume 4, Issue 9, Article 117, Supplementary Table 4)
# prot.peng = Peng et al. 2003 (LC MS/MS, reported by Greenbaum et al. Genome Biology 2003, Volume 4, Issue 9, Article 117, Supplementary Table 4)
# prot.ghaem = Ghaemmaghami et al. 2003 (anti-TAP-tag western)
# prot.newman = Newman et al. 2006 (GFP signal quantified by flow cytometry)
# prot.lu = Lu et al. 2007 (APEX protein-level estimates)
# prot.degodoy = de Godoy et al. 2008a (LC MS/MS MaxQuant intensity values)
# prot.thakur.1 = Thakur et al. 2011 (LC MS/MS MaxQuant intensity values, replicate 1)
# prot.thakur.2 = Thakur et al. 2011 (LC MS/MS MaxQuant intensity values, replicate 2)
# prot.thakur.3 = Thakur et al. 2011 (LC MS/MS MaxQuant intensity values, replicate 3)
# prot.lee.1 = Lee et al. 2011 (TMT intensity values, replicate 1)
# prot.lee.2 = Lee et al. 2011 (TMT intensity values, replicate 2)
# prot.lee.3 = Lee et al. 2011 (TMT intensity values, replicate 3)
# prot.nagaraj.1 = Nagaraj et al. 2012 (LC MS/MS MaxQuant intensity values, replicate 1)
# prot.nagaraj.2 = Nagaraj et al. 2012 (LC MS/MS MaxQuant intensity values, replicate 2)
# prot.nagaraj.3 = Nagaraj et al. 2012 (LC MS/MS MaxQuant intensity values, replicate 3)
# prot.nagaraj.4 = Nagaraj et al. 2012 (LC MS/MS MaxQuant intensity values, replicate 4)
# prot.nagaraj.5 = Nagaraj et al. 2012 (LC MS/MS MaxQuant intensity values, replicate 5)
# prot.nagaraj.6 = Nagaraj et al. 2012 (LC MS/MS MaxQuant intensity values, replicate 6)
orf	gene	mrna.causton.acid.a	mrna.causton.acid.b	mrna.causton.nacl	mrna.causton.peroxide.a	mrna.causton.peroxide.b	mrna.dudley.3a	mrna.dudley.3b	mrna.dudley.3c	mrna.dudley.3d	mrna.garcia	mrna.holstege	mrna.ingolia.1	mrna.ingolia.2	mrna.ingolia.ca	mrna.ingolia.ca.late	mrna.ingolia.rq	mrna.ingolia.rq.late	mrna.lipson.rs07	mrna.lipson.rs08	mrna.lipson.rs09	mrna.lipson.rs10	mrna.lipson.rs11	mrna.lipson.rs12	mrna.lipson.ma	mrna.mackay	mrna.miura.1	mrna.miura.2	mrna.miura.3	mrna.miura.4	mrna.nagalakshmi	mrna.pelechano	mrna.roth.a	mrna.roth.alpha	mrna.velc	mrna.yassour.ypd0.1	mrna.yassour.ypd0.2	mrna.yassour.ypd15.1	mrna.yassour.ypd15.2	prot.gygi	prot.futcher	prot.washburn	prot.peng	prot.ghaem	prot.newman	prot.lu	prot.degodoy	prot.thakur.1	prot.thakur.2	prot.thakur.3	prot.lee.1	prot.lee.2	prot.lee.3	prot.nagaraj.1	prot.nagaraj.2	prot.nagaraj.3	prot.nagaraj.4	prot.nagaraj.5	prot.nagaraj.6
YLR092W	SUL2	-0.937763	-0.818893	-0.35749	-1.3115451	-0.995391	-1.476363	-1.781723	-3.217186	-2.745331	 0.370703	-1.2830	-1.774022	-1.5360500	-1.653353	-1.27647	-1.790674	-1.921261	-0.294133	-0.236237	-0.238608	-0.23192	-0.2018507	-0.23272	-0.393841	       NA	-0.05243	-0.62885	-0.640186	-0.2683	-0.88288	-0.608562	   NA	     NA	   NA	-1.4046912	-1.144878	-1.801753	-1.547461	   NA	  NA	   NA	  NA	      NA	      NA	   NA	        NA	    NA	   NA	   NA	       NA	      NA	     NA	      NA	      NA	      NA	        NA	      NA	      NA
YLR093C	NYV1	 0.575881	 0.306675	-0.03018	 0.1867646	 0.089278	 0.204435	 0.020485	-0.772022	-0.612128	 0.424183	 0.4218	 1.770734	 1.7729369	 1.810306	 1.66212	 1.358353	 1.087010	 0.642449	 0.647054	 0.698409	 0.70322	 0.7134345	 0.67222	 0.185432	       NA	      NA	      NA	       NA	     NA	 1.68659	 0.917619	   NA	 0.6164	   NA	 1.1018696	 1.138334	 1.290087	 1.411060	   NA	  NA	   NA	  NA	 0.61837	      NA	   NA	 2.0486669	    NA	 4.01	   NA	       NA	      NA	     NA	 2.71252	 2.13043	 2.53435	 2.2297186	 2.55701	 2.46822
YLR094C	GIS3	-0.050256	-0.544175	 0.82411	-0.3487344	-0.118001	-1.272897	-1.143854	-1.104123	-1.960815	 1.132877	-0.1844	-0.701676	-1.2676447	-1.146751	-1.27647	-0.973265	-1.004971	 0.318279	 0.276680	 0.283670	 0.33392	 0.2855880	 0.35791	 0.394120	       NA	      NA	      NA	       NA	     NA	-0.13257	 0.886524	   NA	     NA	   NA	-0.4856743	-0.220066	-0.408952	-0.578548	   NA	  NA	   NA	  NA	 0.03798	      NA	   NA	-1.5240393	    NA	   NA	   NA	       NA	      NA	     NA	      NA	      NA	      NA	        NA	      NA	      NA
YLR095C	IOC2	 0.666124	 1.374290	 1.86171	 0.8633478	 0.871666	-1.597504	-1.479496	-1.612138	-1.563516	 0.909284	 0.1033	-0.325648	-0.5226273	-0.499398	-0.64039	-0.308816	-0.534770	 0.057265	 0.058618	 0.062079	 0.03499	 0.0939640	 0.15027	 0.130516	       NA	 1.45733	      NA	 1.325237	 1.6112	-0.10517	 1.261468	   NA	 0.9911	0.503	 0.1649222	 0.112274	 0.136904	 0.066281	   NA	  NA	   NA	2.52	 2.00254	 0.40617	   NA	-0.3213391	    NA	   NA	   NA	       NA	 1.80482	     NA	 1.09147	 1.17956	 0.93299	 0.6916605	 1.28071	 0.87417
YLR096W	KIN2	-0.318812	-0.022906	 0.86252	        NA	       NA	-1.405089	-1.451963	-0.861058	-1.377570	 0.697199	-0.0302	-0.582757	-0.5797433	-0.568890	-0.52933	-0.037727	 0.218897	 0.055314	-0.072410	 0.067876	-0.02588	 0.0182732	 0.03750	-0.285488	       NA	 0.45068	      NA	 0.361967	 0.5646	 0.29124	 1.144888	   NA	     NA	   NA	-0.0117872	-0.035418	-0.113949	 0.019208	   NA	  NA	 3.15	  NA	      NA	-0.01280	   NA	 1.8495638	    NA	   NA	   NA	       NA	 0.18828	     NA	 0.57671	 0.19758	 0.37471	 0.0893585	 0.30834	 0.66391
YLR097C	HRT3	       NA	-1.042329	-1.65819	        NA	       NA	-1.257180	-0.711234	-1.265357	-0.746977	-1.748246	 0.1033	 0.415762	 0.4875903	 0.518737	 0.38703	 0.149650	 0.218897	-0.064914	-0.099439	-0.170313	-0.10645	-0.1409306	-0.07419	-0.240080	       NA	 0.20599	-0.23580	-0.075656	-0.1959	-0.45799	-1.353101	   NA	     NA	   NA	 0.0323781	 0.059115	 0.083486	-0.198819	   NA	  NA	   NA	  NA	      NA	      NA	   NA	-2.1301147	    NA	   NA	   NA	       NA	      NA	     NA	 0.98789	 0.96083	 1.04132	 0.0544956	 1.07539	 0.59464
YLR098C	CHA4	-1.402016	       NA	-1.23211	-0.7428022	       NA	-1.978223	-2.365096	-2.341003	-2.522009	 0.888958	-1.2830	-0.793711	-0.7710585	-0.745315	-0.42922	-0.609665	-0.474157	-0.534037	-0.458073	-0.483585	-0.32620	-0.3801603	-0.49509	-0.928565	       NA	-0.45789	-0.78919	-0.343920	-0.6613	-1.41350	-0.253023	   NA	     NA	   NA	-0.9499005	-0.826125	-1.072544	-0.992504	   NA	  NA	   NA	  NA	-0.94190	      NA	   NA	        NA	    NA	   NA	   NA	       NA	      NA	     NA	      NA	      NA	      NA	        NA	      NA	      NA
YLR099C	ICT1	 0.839669	 0.958518	 1.49013	 0.8084699	 0.764057	-0.432055	-0.914595	-1.538028	-0.906245	 0.872268	 0.4218	 0.050491	-0.3711834	-0.365826	-0.27500	-0.131783	-0.216370	 1.926515	 1.940416	 1.917043	 1.96417	 1.9810337	 1.95764	 2.277955	       NA	 1.31118	 1.82789	 1.806649	 1.9178	 1.25372	 0.241181	   NA	 1.5144	   NA	-0.2788122	 0.322368	-0.120459	-0.471499	   NA	  NA	   NA	  NA	      NA	      NA	   NA	        NA	    NA	   NA	   NA	       NA	      NA	     NA	-0.13889	 0.59171	-0.71606	-0.3794107	-1.04832	-1.65554
YLR099W-A	MIM2	       NA	       NA	      NA	        NA	       NA	       NA	       NA	       NA	       NA	       NA	     NA	 0.932167	 0.6835236	 0.736270	 0.64030	 0.811190	 0.708090	 1.241154	 1.226266	 1.242521	 1.16397	 1.2268724	 1.20723	-0.910132	       NA	      NA	      NA	       NA	     NA	 0.25420	       NA	   NA	     NA	   NA	 0.5349079	 0.089547	 0.133611	 0.372711	   NA	  NA	   NA	  NA	      NA	      NA	   NA	-2.7203322	    NA	   NA	   NA	       NA	      NA	     NA	      NA	      NA	      NA	        NA	      NA	      NA
YLR100W	ERG27	 1.490901	 1.605682	 2.17079	 1.5548469	 1.336753	 0.619819	-0.102493	-0.090673	-0.064090	 1.363330	 1.6874	 1.978465	 2.0077789	 1.991417	 1.95566	 1.943907	 1.845827	 1.362907	 1.355772	 1.339993	 1.38521	 1.3821405	 1.40103	 1.627038	       NA	 2.56253	 3.06925	 3.049556	 3.1195	      NA	 1.024071	   NA	 1.5144	2.112	 0.9591031	 0.924176	 0.949131	 0.933992	   NA	  NA	 3.66	3.37	      NA	 1.95045	   NA	 3.6598191	 4.144	 5.25	 5.73	 4.297413	 4.43650	 4.1209	 4.33487	 4.37519	 4.02974	 3.8698748	 4.14274	 3.90455
YLR102C	APC9	-0.485358	-1.416091	-1.00489	-0.7265228	-0.514866	-1.847505	-1.866087	-2.477106	-2.464776	-0.171002	-1.2830	-0.147443	-0.3038236	-0.285403	-0.36018	-0.371500	-0.311666	-0.941264	-0.844120	-0.759078	-0.88723	-0.8604266	-0.87099	-1.393929	       NA	 0.66604	 0.90363	 0.867716	 1.1180	      NA	-0.049484	   NA	     NA	   NA	-0.6416759	-0.402525	-0.609476	-0.482775	   NA	  NA	   NA	  NA	      NA	      NA	   NA	        NA	    NA	   NA	   NA	       NA	      NA	     NA	      NA	      NA	      NA	        NA	      NA	      NA
YLR103C	CDC45	 0.419570	 0.161790	-0.11998	 0.2064674	 0.110375	-0.123613	-1.103540	-1.462999	-2.482648	-0.117759	-0.0302	-0.326770	-0.3318161	-0.312325	-0.25483	-0.097899	-0.011602	-0.744932	-0.726337	-0.658575	-0.66607	-0.6314747	-0.63052	-0.388407	       NA	-0.72026	-1.09147	-1.117110	-1.1846	-0.94350	-0.067869	   NA	     NA	   NA	-0.7989535	-0.891865	-0.842889	-1.030150	   NA	  NA	   NA	  NA	 0.53025	-0.07598	   NA	        NA	    NA	   NA	   NA	       NA	      NA	     NA	      NA	-2.62653	      NA	        NA	      NA	      NA
YLR104W	LCL2	 0.426963	 0.813237	 0.98532	 0.6640875	 0.684147	-1.717037	-1.290603	-1.033030	-1.254316	 1.634471	 0.5088	 1.095023	 1.0322128	 1.013539	 0.91761	 1.405381	 1.302258	 0.087977	 0.130077	 0.116758	 0.06790	 0.1815982	 0.06643	-0.194410	       NA	 2.00432	 2.74862	 2.703042	 2.5853	      NA	 1.529779	   NA	 1.1089	   NA	 0.5771358	 0.233203	 0.534846	 0.481719	   NA	  NA	   NA	  NA	 0.67006	      NA	   NA	 0.8135466	    NA	   NA	   NA	       NA	 3.23551	     NA	 3.23785	 2.52062	 2.62617	 3.0943886	 2.84259	 2.97575
YLR105C	SEN2	 0.198205	 0.210643	 0.44059	 0.2629198	 0.515840	-1.276888	-1.524494	-1.253450	-1.475709	-0.743719	-0.0302	 0.974767	 0.9087377	 0.922159	 0.93305	 0.457828	 0.330113	 0.082290	 0.079834	 0.140331	 0.13956	 0.1288619	 0.09085	 0.112615	       NA	 0.05677	 0.48204	 0.597689	 0.5537	      NA	-0.483387	   NA	     NA	0.503	-0.1574251	-0.386527	-0.227948	-0.422100	   NA	  NA	   NA	  NA	-1.15812	      NA	   NA	-1.6913567	    NA	   NA	   NA	       NA	      NA	     NA	-0.18001	-0.07458	-0.70106	-0.4961985	 0.68723	-0.30265
YLR106C	MDN1	 0.455715	 0.245576	 0.38748	 0.6478788	 0.369523	 0.586783	 0.230207	 0.308109	-0.676551	-1.232303	 0.5088	-1.373637	-1.4362104	-1.457772	-0.27500	-0.839350	-0.474157	 1.668650	 1.664149	 1.676928	 1.60794	 1.6429175	 1.59100	 2.064839	       NA	 1.13213	 0.96567	 0.969252	 0.7702	 1.28786	       NA	   NA	     NA	   NA	-0.0714130	-0.690115	-0.314176	-0.240238	   NA	  NA	 3.09	2.11	-0.63545	 1.08581	 6.28	 3.7085500	    NA	   NA	   NA	 2.298494	 2.39121	 1.3351	 2.10761	 1.93750	 1.87768	 1.8621876	 1.78348	 2.13850
YLR107W	REX3	-0.175546	-0.269027	-0.17163	-0.6029893	 0.029823	-1.150335	-1.635575	-1.395540	-2.093234	-0.650384	-0.0302	 1.108333	 1.1525690	 1.131672	 1.11637	 0.747677	 0.717908	 0.369497	 0.376540	 0.312747	 0.30580	 0.3367269	 0.30692	 0.433007	       NA	 0.23526	      NA	 0.255199	 0.1204	 0.76125	-0.838840	   NA	     NA	0.503	-0.2440867	-0.243057	-0.340797	-0.253432	   NA	  NA	   NA	  NA	      NA	      NA	   NA	        NA	    NA	   NA	   NA	       NA	      NA	     NA	-0.31101	-1.06031	-0.61417	-1.0182954	-1.40595	-0.28508
YLR108C		-0.382275	-0.391805	-0.25255	-0.4803478	-1.234039	-1.953965	-2.105414	-2.126074	-1.895670	 0.329144	-0.8775	-0.088312	-0.4612601	-0.455510	-0.36018	-0.128078	-0.011602	-1.220166	-1.298856	-1.530068	-1.45056	-1.2184894	-1.45394	-0.878668	       NA	-0.05243	      NA	 0.103393	-0.1070	-1.07703	 0.199051	   NA	     NA	   NA	-1.6244282	-2.461083	-0.191825	-0.887387	   NA	  NA	 3.32	  NA	-1.68157	 0.68034	   NA	-1.6300840	    NA	   NA	   NA	       NA	      NA	     NA	 1.13908	 1.34790	 1.17733	 1.2898208	 1.61676	 1.61627
YLR109W	AHP1	 3.371045	 3.655139	 3.60336	 3.6676558	 3.826081	 2.880553	 1.988659	 1.335573	 1.578292	 3.475082	 3.5998	 2.594713	 2.5562256	 2.576683	 2.49118	 3.391563	 3.291052	 4.214837	 4.207460	 4.215131	 4.18177	 4.1695988	 4.17531	 2.738924	       NA	 4.98219	 5.67479	 5.554431	 5.9395	 4.67803	 3.583136	4.234	 5.0917	3.068	 3.9882783	 3.120101	 4.096518	 3.593958	 8.31	  NA	 8.64	6.25	 2.77118	 6.10239	11.90	 6.7340684	11.472	10.91	10.68	 8.961423	 7.55356	 8.6807	 6.15996	 5.58973	 6.00369	 5.6571064	 5.90115	 4.99975
YLR110C	CCW12	 4.979412	       NA	 3.61216	 4.7023674	 4.568723	 3.443890	 2.788307	 1.669759	 1.151279	 4.542262	 4.7283	 4.462146	 4.7621988	 4.902241	 4.80630	 5.215591	 5.112467	 5.377666	 5.384941	 5.376534	 5.40557	 5.4781504	 5.41138	 3.412579	       NA	      NA	      NA	       NA	     NA	 5.91690	 2.614421	5.539	 6.3989	0.503	 5.6685783	 5.725415	 5.732612	 5.717815	   NA	  NA	   NA	  NA	 5.04735	 5.71524	   NA	-0.4120889	    NA	   NA	   NA	       NA	      NA	     NA	 1.73542	 1.04574	 1.53782	 1.4658933	 2.35996	 2.09565
YLR113W	HOG1	 1.668211	 1.177733	 2.10555	 1.6761842	 1.640805	-0.468260	-0.116594	-1.170972	-0.962191	 1.508478	 1.8305	 1.242587	 1.7065456	 1.704414	 1.55348	 1.342881	 1.267253	 0.955062	 0.986151	 0.971368	 0.92414	 0.9457910	 0.97739	 1.470598	       NA	 2.59575	 2.89643	 2.887189	 2.8930	 2.09205	 0.178055	2.067	 2.2616	2.295	 1.4742266	 1.391122	 1.423533	 1.392034	   NA	  NA	 4.12	3.84	 1.89916	 2.08809	   NA	 3.2274010	 3.391	 4.61	 4.39	 4.304932	 3.36391	 3.8857	 3.61341	 3.72637	 3.32506	 3.3013503	 3.13819	 3.64962
YLR114C	AVL9	 0.260658	-0.038344	-1.22195	-0.1546248	-0.323232	-1.255118	-1.715126	-1.749363	-1.548010	 0.063691	 0.1033	 0.184109	 0.0169126	-0.107204	-0.45329	 0.602526	 0.381402	 0.148491	 0.196768	 0.182442	 0.20310	 0.1678049	 0.10558	-1.078847	       NA	 0.45068	      NA	-0.178840	-0.2436	 0.79477	 0.629922	   NA	     NA	   NA	 0.3741080	 0.334789	 0.359707	 0.449507	   NA	  NA	 2.87	3.28	 1.99921	 1.38364	   NA	 2.4477187	    NA	   NA	   NA	-0.673273	      NA	 1.2417	 1.35587	 1.23143	 1.59658	 1.3130168	 1.81608	 1.21139
YLR115W	CFT2	-0.110940	-0.053479	-1.59757	-0.0088799	-0.109084	-1.477474	-1.783641	-1.045990	-1.318897	 2.137579	-0.1844	-0.424356	-0.5274929	-0.521577	-0.42922	-0.731840	-0.599506	-0.272214	-0.400915	-0.243857	-0.23192	-0.2994248	-0.31555	 0.449556	       NA	 0.32706	      NA	 0.135653	-0.0451	-0.34879	 1.508154	   NA	     NA	0.503	-0.4625214	-0.401328	-0.534121	-0.542440	   NA	  NA	   NA	  NA	 1.10449	 0.07506	   NA	 0.2036744	    NA	   NA	   NA	       NA	      NA	     NA	 0.99583	 0.64051	 0.89476	 0.5246753	 1.02218	 0.70114
YLR116W	MSL5	-0.415241	-0.802632	 0.02357	-0.5600900	-0.655627	-0.770172	-1.399167	-0.691407	-0.891339	 1.660827	-0.5898	-0.591499	-1.0498674	-1.041390	-1.17126	-0.956796	-0.909660	 0.001138	 0.002491	-0.099529	 0.03499	-0.0000386	 0.02371	 0.503191	       NA	 0.84314	 1.07926	 1.234266	 1.2302	      NA	 0.666885	   NA	     NA	   NA	-0.0379664	-0.246757	-0.093265	-0.152979	   NA	  NA	   NA	  NA	 1.46058	 0.70055	   NA	-1.4241886	    NA	   NA	   NA	       NA	      NA	     NA	 1.15748	 1.26846	 0.81865	 1.1495431	 1.22011	 1.11435
YLR117C	CLF1	-0.485358	-0.359484	-1.12573	-0.8862638	-0.582772	-1.609266	-1.446751	-1.776979	-0.760534	-0.413014	-0.8775	-0.218957	-0.4428501	-0.448853	-0.27500	-0.262440	-0.049338	 0.055314	-0.035329	-0.004012	 0.03695	-0.0166021	-0.07638	-0.622449	       NA	 0.74416	 0.33800	 0.556867	 0.3996	-0.82572	 0.120858	   NA	     NA	   NA	-0.4211294	-0.550444	-0.589491	-0.443442	   NA	  NA	   NA	  NA	 0.74338	      NA	   NA	-1.5890667	    NA	   NA	   NA	       NA	      NA	     NA	 0.01793	 0.13945	-0.97897	-0.1913115	-0.43772	-0.52207
YLR118C		 0.277564	-0.328891	 0.40550	 0.2381736	 0.422328	-0.859129	-1.173289	-1.579007	-1.613807	 0.885116	 0.3264	 0.562872	 0.5430519	 0.472669	 0.26400	 0.777698	 0.681545	 0.396240	 0.333055	 0.434711	 0.45608	 0.4397386	 0.34216	-0.037712	       NA	 1.38692	 1.90720	 1.867449	 2.0492	 0.53241	-0.626010	   NA	 1.4766	0.503	 0.7054674	 0.768165	 0.691955	 0.902544	   NA	  NA	   NA	4.90	 0.37986	 0.48363	   NA	 3.1555104	    NA	   NA	   NA	       NA	      NA	     NA	 2.78691	 2.50039	 3.28988	 2.2903271	 2.87787	 2.81706
YLR119W	SRN2	 0.017660	 0.343965	-0.52377	 0.1187959	 0.217008	-1.416899	-1.922307	-2.096503	-1.254254	-0.752855	-0.5898	-0.067094	-0.2127909	-0.364373	-0.27500	-0.453623	-0.474157	-0.506257	-0.575856	-0.531539	-0.53950	-0.5825007	-0.43055	-1.386548	       NA	-0.07840	-0.36933	-0.396563	-0.4018	 0.29124	 0.199319	   NA	     NA	   NA	-0.1311385	-0.290112	-0.370971	-0.171474	   NA	  NA	   NA	  NA	      NA	      NA	   NA	 1.0480497	    NA	   NA	   NA	       NA	      NA	     NA	 0.20378	      NA	-0.98862	-0.8979630	 0.39999	 1.01227
YLR120C	YPS1	 0.359001	 0.591694	 1.36604	 0.4411593	 0.592588	-1.461296	-1.693492	-1.539167	-1.355830	 1.235653	 0.5088	-0.269763	-0.0288897	-0.009122	-0.19652	 0.154241	 0.189047	 1.039555	 0.986922	 1.005140	 0.99518	 1.0202976	 1.00528	 0.985618	       NA	 2.56160	 4.09197	 4.248347	 3.0303	 0.67836	 0.996147	2.396	 2.1888	2.449	 0.2236754	 0.390938	 0.405171	 0.348845	   NA	  NA	   NA	  NA	 1.67749	      NA	   NA	 0.1010268	    NA	   NA	   NA	 3.806231	 3.00983	 3.2939	      NA	      NA	-1.07548	-1.1211318	-1.47971	-0.71720
YLR121C	YPS3	-1.448973	-0.609425	 1.25195	-1.0996447	       NA	-0.511375	-0.768929	-0.497251	-0.350956	 0.399583	-1.2830	-1.244155	-1.2646936	-1.089981	-1.07576	-1.609049	-1.921261	-0.105369	-0.083584	-0.020713	-0.07300	 0.0061026	-0.06114	-0.108888	       NA	 2.52429	 3.10529	 3.040905	 3.3413	      NA	 0.199408	   NA	     NA	   NA	-0.4269248	-0.348356	-0.487340	-0.428547	   NA	  NA	   NA	  NA	      NA	 0.01735	   NA	        NA	    NA	   NA	   NA	       NA	      NA	     NA	      NA	      NA	      NA	        NA	      NA	      NA
YLR125W		       NA	       NA	      NA	        NA	       NA	-2.301643	-1.403629	-2.493996	-2.656346	-0.831072	     NA	-1.544641	-0.8430596	-0.776831	-0.87299	-0.804462	-0.907376	-1.993356	-2.007271	-2.073154	-1.82605	-2.1107653	-1.89480	-1.844856	       NA	 0.36155	-0.26112	-0.293909	-0.0451	-1.63665	-0.700943	   NA	     NA	   NA	-1.7584639	-1.237307	-1.048821	-3.288210	   NA	  NA	   NA	  NA	      NA	      NA	   NA	        NA	    NA	   NA	   NA	       NA	      NA	     NA	      NA	      NA	      NA	        NA	      NA	      NA
YLR126C		 0.426963	-0.278531	 0.16938	 0.3612660	 0.406928	-1.222338	-1.069186	-1.605026	-2.199571	-1.157301	-0.0302	 0.588947	 0.3173578	 0.332542	 0.31053	 0.447335	 0.247882	 0.076570	 0.104340	 0.071722	 0.15713	 0.1378467	 0.21131	-0.650229	       NA	 0.80580	 0.98797	 0.955363	 1.0333	-0.16074	-0.739847	   NA	     NA	   NA	 0.3687454	-0.250391	 0.104566	-0.029804	   NA	  NA	   NA	  NA	 0.39788	      NA	   NA	-0.1945586	    NA	   NA	   NA	 1.218263	      NA	 3.0115	 1.78477	 1.49376	 1.88263	 1.5043165	 1.28583	 1.24711
YLR127C	APC2	-1.547944	       NA	      NA	        NA	       NA	-1.154899	-1.256641	-1.767738	-1.585564	-0.410872	-1.2830	-0.743469	-0.9197469	-0.897909	-0.52933	-0.884462	-0.668498	-0.405359	-0.501485	-0.421977	-0.49171	-0.4679910	-0.50178	-0.814406	       NA	-0.38378	-1.15209	-1.117110	-1.3922	-0.00252	-0.683387	   NA	     NA	0.503	-0.8905746	-0.619445	-1.043264	-0.932046	   NA	  NA	   NA	  NA	-0.85489	      NA	   NA	        NA	    NA	   NA	   NA	       NA	      NA	     NA	-1.67081	      NA	-1.92580	-1.7458505	      NA	-1.84416
YLR128W	DCN1	-0.937763	-0.786632	-0.86831	-0.7945275	-0.640410	-2.207420	-1.849262	-1.270329	-1.879897	-1.607172	-0.8775	-0.730685	-1.0664513	-1.176392	-0.98888	-1.192419	-1.004971	-1.538620	-1.537267	-1.380007	-1.37521	-1.2254581	-1.46267	-1.095197	       NA	-0.42015	-0.11802	-0.095458	-0.2683	-1.41350	-0.861916	   NA	     NA	   NA	-0.6818577	-0.771880	-0.885870	-0.507589	   NA	  NA	   NA	  NA	      NA	      NA	   NA	-1.7925052	    NA	   NA	   NA	       NA	      NA	     NA	      NA	-1.74363	-0.92314	-1.4650854	-1.10023	      NA
